customer_id,transaction_date,product_used,transaction_amount,customer_tenure,transaction_frequency
1553,2024-12-21,Personal Loan,38462.56,14,46
1437,2024-09-05,Car Loan,32625.11,9,45
1086,2023-09-18,Mortgage Loan,69468.06,4,17
1231,2024-09-06,Current Account,1500.65,1,20
1766,2024-10-11,Mutual Fund,27258.12,10,8
1926,2024-01-09,Current Account,91601.99,2,17
1406,2024-11-28,Credit Card,19328.88,13,11
1420,2023-12-23,Personal Loan,42391.07,13,32
1189,2023-10-03,Personal Loan,31472.66,5,49
1502,2024-11-27,Mutual Fund,58434.07,6,1
1432,2024-06-23,Mutual Fund,79581.26,1,33
1459,2023-12-23,Fixed Deposit,71377.26,7,48
1673,2023-08-20,Mortgage Loan,65393.35,4,8
1646,2024-01-09,Savings Account,74737.7,13,33
1749,2024-06-04,Credit Card,93794.3,12,33
1756,2024-07-16,Personal Loan,7351.18,8,40
1836,2024-04-11,Car Loan,76029.68,13,2
1209,2024-08-04,Mortgage Loan,12931.01,14,29
1363,2024-12-03,Credit Card,71681.16,1,49
1282,2024-10-10,Mortgage Loan,61369.34,11,6
1132,2024-01-19,Current Account,91615.63,12,13
1971,2024-11-18,Current Account,24848.72,9,42
1447,2023-07-05,Current Account,65777.7,11,4
1785,2023-10-24,Car Loan,36350.36,5,49
1963,2023-12-12,Savings Account,89636.31,2,11
1000,2024-09-09,Credit Card,6606.38,1,26
1106,2024-11-13,Mutual Fund,77105.83,14,4
1951,2025-01-16,Mutual Fund,59732.26,2,11
1392,2023-08-16,Current Account,65829.69,6,41
1386,2023-09-03,Mortgage Loan,84382.11,2,14
1605,2025-01-30,Car Loan,10472.99,11,36
1397,2024-10-26,Car Loan,88669.39,3,8
1728,2025-01-15,Mutual Fund,26179.46,4,12
1592,2024-02-21,Credit Card,52104.59,12,18
1383,2024-07-26,Credit Card,21940.0,2,11
1634,2024-04-25,Personal Loan,90477.9,7,42
1411,2023-09-13,Fixed Deposit,62171.71,12,13
1039,2025-01-27,Mortgage Loan,57982.76,3,23
1314,2025-01-05,Fixed Deposit,9222.67,6,45
1713,2023-11-23,Mortgage Loan,97145.08,3,14
1489,2023-04-08,Mortgage Loan,25926.61,3,7
1106,2024-08-05,Credit Card,81731.24,2,23
1239,2025-01-09,Current Account,64388.29,1,37
1981,2024-01-10,Savings Account,54692.35,9,17
1040,2024-07-05,Personal Loan,34772.7,14,22
1973,2024-03-22,Fixed Deposit,7758.36,12,26
1569,2023-03-14,Personal Loan,50637.74,2,21
1121,2023-04-08,Mutual Fund,85255.88,13,41
1247,2023-04-22,Savings Account,10625.51,11,48
1909,2024-04-20,Credit Card,82242.63,10,5
1422,2023-05-02,Savings Account,1426.63,4,2
1340,2023-02-27,Mortgage Loan,72183.11,6,18
1904,2024-12-04,Car Loan,88997.97,14,44
1647,2023-09-24,Car Loan,51852.79,10,13
1080,2023-12-23,Current Account,71847.06,1,18
1387,2023-03-27,Personal Loan,77254.06,11,23
1552,2024-07-21,Savings Account,76021.16,11,10
1283,2024-12-16,Car Loan,37108.66,2,2
1643,2023-03-16,Fixed Deposit,16908.3,9,25
1584,2024-11-23,Mutual Fund,72030.78,12,11
1954,2024-07-14,Savings Account,3084.96,2,27
1390,2024-09-21,Fixed Deposit,14932.75,11,26
1637,2023-12-28,Car Loan,88652.15,13,35
1117,2023-07-21,Personal Loan,62449.49,8,27
1723,2024-02-09,Credit Card,88713.6,7,23
1434,2023-10-20,Fixed Deposit,98219.59,10,13
1909,2023-10-27,Car Loan,98147.35,10,23
1491,2023-04-05,Mortgage Loan,12462.57,2,15
1044,2023-10-05,Savings Account,43480.93,13,30
1370,2024-03-11,Credit Card,67642.55,14,28
1586,2024-03-24,Mutual Fund,42006.69,11,34
1302,2024-01-29,Mortgage Loan,39047.87,14,18
1532,2024-06-25,Credit Card,90463.17,1,43
1522,2025-01-28,Savings Account,92699.11,8,22
1523,2023-06-15,Credit Card,29495.55,10,37
1521,2023-09-25,Savings Account,33939.41,13,27
1354,2024-05-05,Credit Card,70673.0,3,12
1866,2024-07-10,Mutual Fund,56164.16,10,35
1158,2024-11-25,Personal Loan,95022.54,2,17
1128,2023-02-24,Savings Account,40901.52,4,1
1031,2023-07-24,Fixed Deposit,23632.15,14,49
1691,2024-05-11,Personal Loan,45641.44,2,20
1042,2023-12-03,Mutual Fund,69665.65,2,49
1332,2023-11-23,Current Account,42056.23,3,42
1728,2024-06-30,Fixed Deposit,57915.79,2,2
1604,2024-10-23,Personal Loan,56135.74,9,9
1016,2023-02-19,Fixed Deposit,8427.52,6,9
1265,2023-10-20,Mortgage Loan,28686.58,13,38
1049,2024-07-17,Current Account,47002.51,5,6
1247,2023-08-23,Personal Loan,81083.8,4,18
1885,2023-03-26,Car Loan,37540.83,8,46
1313,2023-07-02,Car Loan,73107.65,3,42
1838,2023-03-29,Savings Account,98524.49,5,26
1029,2023-04-16,Credit Card,19117.79,4,5
1003,2024-02-17,Mortgage Loan,1059.72,9,47
1686,2024-01-14,Mortgage Loan,93586.06,12,12
1114,2023-11-12,Personal Loan,57995.52,12,11
1287,2024-12-04,Personal Loan,39447.31,9,13
1364,2024-09-16,Credit Card,41640.43,10,49
1920,2023-06-29,Savings Account,69383.19,6,3
1882,2023-10-08,Mortgage Loan,9865.55,6,30
1788,2023-10-12,Savings Account,21254.92,1,36
1214,2023-12-21,Car Loan,13542.34,9,34
1870,2024-03-15,Personal Loan,92585.09,12,8
1665,2024-10-28,Mortgage Loan,65792.63,9,18
1285,2023-04-14,Fixed Deposit,49663.62,4,37
1978,2024-11-04,Credit Card,70824.07,4,24
1422,2024-02-28,Credit Card,96805.9,9,40
1393,2024-06-22,Savings Account,54117.63,2,36
1254,2024-08-22,Personal Loan,29544.19,6,25
1939,2024-02-23,Credit Card,10767.77,9,30
1921,2023-06-01,Mortgage Loan,17030.61,5,8
1667,2024-01-17,Fixed Deposit,46549.9,12,7
1695,2023-05-14,Savings Account,49250.39,10,21
1538,2023-10-21,Credit Card,10027.47,5,49
1845,2023-12-14,Personal Loan,84799.94,14,13
1822,2024-05-21,Current Account,42858.62,11,12
1695,2023-02-17,Credit Card,38688.66,6,47
1648,2023-08-18,Fixed Deposit,40347.85,11,42
1168,2023-10-13,Current Account,9252.13,8,48
1942,2025-01-09,Mutual Fund,2925.18,13,49
1048,2023-07-30,Car Loan,40812.68,3,35
1382,2023-07-22,Mortgage Loan,28809.88,6,33
1635,2024-11-28,Mutual Fund,87555.87,3,13
1103,2024-04-22,Current Account,7064.24,2,42
1977,2025-02-04,Mortgage Loan,40597.75,4,2
1959,2024-02-15,Personal Loan,29084.53,12,26
1855,2023-11-19,Savings Account,37977.02,2,10
1584,2024-09-17,Mortgage Loan,48057.22,13,35
1432,2023-02-21,Mortgage Loan,88680.2,12,49
1166,2024-09-02,Savings Account,62231.25,10,32
1002,2025-01-30,Current Account,66709.53,4,28
1356,2023-06-26,Credit Card,67475.45,12,49
1134,2023-02-19,Car Loan,54491.95,7,38
1354,2024-06-23,Fixed Deposit,24136.02,6,28
1683,2023-03-26,Fixed Deposit,86586.41,5,40
1634,2023-10-10,Fixed Deposit,19343.24,10,31
1052,2024-03-04,Fixed Deposit,31428.97,13,31
1746,2024-03-29,Fixed Deposit,84944.62,6,10
1009,2023-08-11,Personal Loan,66457.17,8,9
1811,2023-12-13,Savings Account,32432.73,8,48
1931,2023-03-10,Car Loan,46396.53,9,8
1387,2024-06-17,Savings Account,30890.93,3,23
1619,2023-06-13,Current Account,78316.37,2,49
1373,2024-06-13,Savings Account,64289.3,4,4
1739,2023-08-20,Current Account,91583.67,12,9
1517,2023-06-02,Mutual Fund,76545.06,3,28
1406,2024-05-12,Credit Card,15517.05,13,45
1582,2023-12-22,Fixed Deposit,75514.12,6,19
1655,2024-03-04,Credit Card,7498.84,11,7
1553,2024-10-08,Fixed Deposit,55663.56,10,46
1201,2025-01-14,Savings Account,25688.95,14,46
1724,2024-08-06,Car Loan,6798.94,8,18
1077,2024-07-02,Car Loan,76388.01,13,18
1489,2024-12-03,Credit Card,26714.85,2,10
1246,2023-05-10,Mortgage Loan,40333.92,6,13
1467,2024-03-29,Current Account,13559.22,3,14
1798,2023-09-27,Mortgage Loan,32305.08,4,33
1967,2023-04-30,Mortgage Loan,52570.87,12,1
1729,2024-02-15,Savings Account,41568.71,3,30
1353,2024-03-09,Personal Loan,58211.33,5,28
1280,2023-07-01,Fixed Deposit,80452.91,4,5
1330,2024-10-18,Credit Card,44326.45,12,37
1555,2024-08-29,Savings Account,66663.37,10,16
1549,2024-03-11,Personal Loan,49440.34,3,8
1027,2023-09-12,Savings Account,40208.8,1,28
1063,2025-01-06,Car Loan,4010.27,12,10
1672,2023-04-12,Personal Loan,63221.96,11,30
1009,2023-09-10,Credit Card,23149.0,9,36
1733,2024-08-27,Credit Card,58146.46,11,20
1259,2024-04-24,Current Account,83684.6,8,41
1500,2023-08-25,Current Account,60020.98,1,28
1529,2023-06-26,Mutual Fund,99428.59,4,40
1391,2024-02-10,Mortgage Loan,9467.52,4,13
1683,2024-04-26,Credit Card,91200.82,9,44
1334,2023-10-13,Savings Account,95891.76,9,9
1154,2024-02-06,Car Loan,58321.15,4,15
1916,2023-03-05,Current Account,64284.08,9,13
1031,2023-04-11,Car Loan,76191.5,8,41
1357,2024-08-31,Mutual Fund,28037.61,6,28
1761,2023-03-06,Car Loan,70861.33,14,11
1772,2024-04-26,Fixed Deposit,77544.7,14,37
1517,2023-05-12,Personal Loan,25153.37,3,17
1912,2025-02-01,Current Account,30618.89,4,33
1144,2024-10-27,Current Account,30063.56,14,31
1757,2024-04-25,Savings Account,53015.48,6,44
1326,2024-03-09,Mutual Fund,77006.54,6,19
1267,2025-02-02,Personal Loan,25287.06,7,34
1444,2024-05-06,Personal Loan,93861.22,13,7
1193,2023-09-08,Savings Account,80246.34,5,28
1264,2023-06-15,Credit Card,79916.17,12,16
1570,2023-03-01,Savings Account,77083.49,4,13
1781,2023-10-14,Mortgage Loan,77565.71,11,16
1790,2023-06-07,Car Loan,35581.73,8,3
1929,2024-03-20,Mortgage Loan,74248.82,3,15
1189,2024-08-25,Car Loan,16692.29,10,18
1512,2024-10-31,Mortgage Loan,55043.17,11,33
1750,2023-11-29,Car Loan,50794.12,2,26
1225,2024-11-19,Credit Card,49591.82,5,21
1388,2024-02-22,Credit Card,79234.85,6,40
1201,2024-09-29,Mortgage Loan,27296.64,9,48
1950,2024-08-12,Savings Account,3736.07,9,5
1996,2023-10-07,Mortgage Loan,42153.15,7,29
1193,2023-11-12,Current Account,80301.39,4,16
1670,2024-03-18,Car Loan,13739.98,2,26
1505,2023-04-11,Savings Account,89804.04,10,18
1847,2023-08-23,Mutual Fund,57868.38,6,22
1042,2024-06-14,Mortgage Loan,65841.45,8,47
1606,2023-03-13,Mortgage Loan,91968.21,5,26
1245,2024-02-05,Fixed Deposit,42195.03,12,37
1435,2023-06-04,Personal Loan,79594.22,1,19
1411,2024-10-19,Car Loan,71511.34,8,48
1859,2024-02-18,Credit Card,34107.35,1,16
1736,2024-05-22,Car Loan,48000.58,2,32
1323,2024-09-24,Fixed Deposit,24085.42,9,29
1464,2023-04-23,Mortgage Loan,60414.23,14,12
1237,2023-03-02,Mutual Fund,42352.43,11,29
1759,2023-10-28,Personal Loan,92572.84,6,4
1221,2024-08-11,Mortgage Loan,31153.13,10,37
1919,2024-09-20,Personal Loan,65683.81,2,10
1193,2023-08-24,Fixed Deposit,16086.95,13,7
1145,2023-09-26,Savings Account,51443.04,6,30
1650,2024-07-26,Fixed Deposit,76390.36,13,45
1883,2023-06-19,Credit Card,86239.14,10,23
1114,2023-08-07,Fixed Deposit,30839.36,4,15
1177,2024-03-19,Credit Card,32841.08,4,30
1778,2024-07-22,Mortgage Loan,7415.15,1,34
1578,2023-02-21,Mortgage Loan,24568.16,1,26
1189,2023-12-13,Credit Card,30805.45,11,28
1974,2023-10-07,Personal Loan,14266.24,4,40
1566,2024-04-30,Fixed Deposit,50820.52,5,36
1362,2023-12-18,Personal Loan,32754.09,4,7
1304,2024-02-13,Mortgage Loan,63337.82,7,36
1807,2025-01-01,Credit Card,33245.6,14,48
1545,2023-12-28,Credit Card,75070.45,1,7
1471,2024-10-08,Credit Card,50382.46,12,45
1089,2024-08-12,Credit Card,58798.75,1,5
1424,2024-08-21,Savings Account,95500.69,2,35
1918,2023-10-04,Mortgage Loan,3524.19,4,39
1973,2023-03-06,Fixed Deposit,82278.43,9,26
1606,2023-09-02,Credit Card,76001.15,9,10
1041,2024-09-15,Credit Card,77254.92,4,26
1987,2025-01-30,Mortgage Loan,83435.89,10,31
1995,2023-10-02,Mortgage Loan,93418.01,2,34
1609,2023-06-10,Mutual Fund,32041.35,13,41
1478,2024-10-07,Credit Card,61553.34,14,44
1066,2023-04-08,Fixed Deposit,6918.43,10,20
1991,2023-11-19,Mortgage Loan,25811.0,3,44
1891,2023-05-01,Mutual Fund,84612.38,14,42
1269,2023-12-28,Mutual Fund,52580.27,3,3
1503,2024-07-10,Personal Loan,65887.8,7,41
1197,2023-07-14,Fixed Deposit,75335.51,10,24
1657,2024-05-21,Savings Account,78857.35,4,26
1089,2023-12-20,Mortgage Loan,45336.85,10,21
1294,2023-11-25,Mutual Fund,83596.81,11,44
1737,2023-07-10,Car Loan,66869.28,13,32
1600,2024-02-12,Current Account,99338.11,10,45
1553,2025-02-07,Personal Loan,98908.32,6,30
1606,2023-05-25,Current Account,15703.21,12,15
1916,2024-01-02,Car Loan,37284.84,9,1
1691,2023-11-18,Current Account,90145.13,11,44
1486,2024-10-27,Current Account,70677.3,8,9
1961,2024-04-04,Current Account,66846.99,10,24
1136,2023-05-16,Credit Card,90791.51,5,13
1348,2023-12-26,Mutual Fund,20598.52,6,45
1848,2024-06-23,Mutual Fund,82878.02,7,23
1829,2024-04-15,Personal Loan,52198.07,12,18
1855,2024-11-12,Credit Card,6093.93,11,33
1089,2023-09-29,Personal Loan,4517.09,6,46
1156,2023-04-15,Mortgage Loan,25890.11,2,33
1053,2024-11-29,Current Account,30034.92,5,33
1945,2024-09-20,Car Loan,47698.75,10,46
1754,2023-09-18,Credit Card,97043.29,11,11
1267,2023-09-23,Current Account,34281.99,9,25
1578,2023-12-31,Car Loan,86423.27,4,20
1894,2024-03-10,Current Account,47107.59,8,36
1879,2024-03-03,Car Loan,47151.0,14,12
1280,2024-04-20,Current Account,87771.77,12,37
1196,2023-09-24,Mutual Fund,1311.93,13,5
1722,2024-09-12,Fixed Deposit,6662.71,13,13
1600,2023-05-20,Savings Account,67317.06,1,19
1722,2025-01-06,Car Loan,28816.73,10,35
1875,2024-04-29,Personal Loan,70776.88,12,32
1110,2023-03-11,Current Account,6723.81,14,10
1860,2024-12-14,Credit Card,97916.84,10,7
1311,2024-02-27,Mortgage Loan,51406.05,5,31
1585,2023-11-10,Mortgage Loan,96946.79,14,47
1833,2023-05-12,Fixed Deposit,4850.25,11,16
1348,2024-03-01,Car Loan,3118.98,11,39
1852,2023-05-30,Mutual Fund,56730.41,9,31
1662,2024-05-13,Fixed Deposit,88039.73,8,32
1427,2023-11-25,Car Loan,83114.17,3,46
1566,2023-06-15,Personal Loan,87194.61,4,48
1984,2024-11-15,Credit Card,62814.46,6,23
1919,2023-08-18,Credit Card,14562.47,10,45
1167,2023-10-14,Credit Card,23517.94,1,28
1691,2023-07-31,Car Loan,1236.14,5,12
1200,2025-01-07,Car Loan,85829.03,2,46
1210,2025-01-16,Car Loan,26682.92,13,21
1276,2024-03-23,Credit Card,74395.2,11,7
1088,2024-05-30,Car Loan,10033.79,11,31
1691,2024-09-11,Mortgage Loan,57219.17,3,43
1247,2023-11-06,Personal Loan,36070.54,13,45
1846,2024-09-21,Savings Account,84884.28,10,36
1206,2024-02-29,Credit Card,71546.84,10,16
1125,2023-02-27,Credit Card,99369.93,11,14
1802,2024-12-21,Mortgage Loan,63374.17,7,40
1789,2024-04-11,Credit Card,55008.9,14,29
1108,2023-08-20,Mortgage Loan,11138.35,7,26
1086,2024-06-14,Car Loan,56833.77,5,21
1531,2023-08-19,Personal Loan,17499.13,4,6
1473,2024-06-26,Mortgage Loan,5679.76,3,46
1487,2023-04-05,Mutual Fund,98120.26,5,48
1157,2024-06-18,Personal Loan,89817.21,13,15
1584,2023-03-04,Car Loan,63624.42,4,21
1178,2024-02-05,Mortgage Loan,94686.14,13,9
1630,2024-06-30,Fixed Deposit,82086.36,4,23
1446,2025-02-06,Current Account,61346.43,7,38
1721,2023-03-08,Mortgage Loan,91205.95,3,20
1828,2024-12-16,Savings Account,36149.98,12,6
1571,2024-05-15,Mortgage Loan,9287.88,1,5
1157,2024-05-27,Credit Card,99046.16,6,41
1811,2024-10-13,Current Account,33794.63,6,36
1656,2024-05-10,Mortgage Loan,71490.38,9,25
1094,2024-10-12,Savings Account,69331.56,6,47
1104,2023-04-11,Mortgage Loan,41570.53,2,46
1542,2024-02-22,Personal Loan,38799.84,14,6
1450,2024-12-22,Credit Card,1046.59,14,28
1781,2023-06-18,Personal Loan,53649.03,13,11
1977,2024-01-26,Fixed Deposit,74294.54,7,38
1809,2025-01-18,Current Account,25199.33,11,25
1916,2024-12-27,Credit Card,43353.01,5,12
1384,2024-04-23,Current Account,15872.63,9,14
1631,2023-03-02,Savings Account,48412.17,4,48
1623,2024-03-31,Car Loan,60999.13,4,10
1966,2024-09-15,Savings Account,33119.56,7,5
1147,2025-02-10,Car Loan,94904.51,13,5
1380,2024-01-07,Fixed Deposit,57366.68,3,14
1869,2023-09-09,Current Account,1191.21,2,33
1227,2023-03-27,Mortgage Loan,81682.05,9,28
1493,2023-07-10,Fixed Deposit,88319.81,10,37
1625,2023-05-22,Savings Account,13469.46,10,33
1568,2024-08-02,Current Account,7456.5,8,38
1535,2024-10-28,Car Loan,49094.76,14,31
1743,2024-01-28,Fixed Deposit,5134.03,4,40
1424,2023-03-05,Car Loan,38282.22,12,38
1906,2023-07-12,Personal Loan,10350.4,7,24
1012,2024-09-07,Fixed Deposit,35305.72,6,44
1822,2024-06-05,Current Account,38323.85,12,25
1535,2024-07-17,Credit Card,67394.06,6,6
1442,2024-07-14,Current Account,94762.23,1,20
1142,2024-06-12,Mutual Fund,51135.62,11,31
1941,2024-11-07,Car Loan,35288.6,2,19
1827,2024-11-13,Car Loan,78101.74,1,20
1680,2024-11-30,Mutual Fund,46145.68,14,16
1544,2023-04-03,Current Account,23198.42,9,38
1213,2023-07-09,Mutual Fund,48611.14,5,8
1476,2024-05-03,Fixed Deposit,45723.47,10,40
1751,2024-06-03,Savings Account,18136.66,5,49
1524,2024-03-01,Car Loan,76399.36,7,29
1070,2023-09-13,Credit Card,88226.68,7,23
1803,2025-01-30,Fixed Deposit,39367.69,13,23
1015,2024-08-21,Savings Account,41153.3,1,7
1489,2023-12-27,Mutual Fund,85249.29,5,35
1849,2023-04-04,Mutual Fund,17492.57,10,1
1364,2025-01-11,Fixed Deposit,53366.77,10,13
1420,2024-01-05,Mortgage Loan,43109.16,8,8
1573,2024-10-03,Mutual Fund,54083.3,6,24
1914,2024-12-20,Current Account,34159.44,6,40
1476,2024-05-24,Credit Card,27252.74,1,9
1335,2023-12-06,Savings Account,56764.62,4,28
1364,2023-10-24,Savings Account,70505.66,13,13
1987,2024-02-27,Car Loan,23171.64,7,39
1759,2024-10-02,Fixed Deposit,10342.55,12,18
1030,2024-02-16,Car Loan,83807.64,1,38
1609,2024-07-17,Current Account,45478.39,11,23
1754,2023-08-14,Car Loan,52979.47,11,16
1205,2023-03-09,Fixed Deposit,20799.26,14,31
1721,2025-02-03,Current Account,85011.03,7,28
1504,2023-10-31,Current Account,56535.22,14,14
1384,2023-10-24,Credit Card,50515.03,2,5
1467,2023-04-14,Mutual Fund,86889.35,14,15
1287,2024-07-16,Personal Loan,69032.83,4,23
1304,2024-03-06,Credit Card,82052.79,13,24
1410,2024-08-08,Personal Loan,86445.89,4,41
1777,2024-05-15,Fixed Deposit,25015.34,11,29
1256,2023-07-19,Fixed Deposit,28816.87,4,16
1051,2023-11-26,Personal Loan,75619.38,13,45
1580,2023-10-29,Personal Loan,46134.36,6,9
1796,2023-05-06,Current Account,61197.11,11,37
1734,2023-07-21,Fixed Deposit,47228.98,14,41
1896,2024-04-10,Personal Loan,53846.93,14,48
1296,2023-12-22,Fixed Deposit,88196.75,7,7
1431,2023-10-05,Personal Loan,82864.53,2,49
1725,2024-07-17,Mutual Fund,68490.04,5,26
1881,2023-11-26,Mortgage Loan,63356.07,4,29
1771,2023-09-30,Mutual Fund,9065.28,11,40
1112,2024-02-27,Mutual Fund,13752.07,5,42
1179,2024-02-09,Fixed Deposit,70177.07,5,49
1896,2024-04-18,Credit Card,79960.23,8,46
1543,2024-06-22,Current Account,55228.74,1,41
1875,2023-12-03,Fixed Deposit,5433.57,13,10
1182,2024-03-04,Mortgage Loan,22030.45,1,15
1816,2024-05-18,Current Account,94703.83,13,37
1815,2023-04-03,Savings Account,37374.39,1,29
1386,2023-11-15,Credit Card,42249.95,13,5
1299,2024-04-20,Personal Loan,74056.4,2,33
1858,2023-11-27,Savings Account,48054.5,11,8
1105,2023-07-28,Current Account,83513.67,5,12
1169,2024-10-10,Car Loan,33085.44,10,36
1650,2023-10-21,Car Loan,88551.22,1,20
1750,2024-10-25,Current Account,92495.15,7,12
1746,2023-08-31,Credit Card,4419.66,9,6
1697,2025-02-01,Car Loan,70086.33,4,15
1062,2023-04-24,Mutual Fund,97489.99,11,31
1030,2024-04-01,Savings Account,57554.94,4,16
1896,2024-09-16,Current Account,79211.94,8,31
1945,2024-08-12,Fixed Deposit,73811.44,4,43
1401,2024-03-10,Mutual Fund,2731.34,1,33
1641,2023-12-11,Current Account,63064.25,12,7
1067,2024-11-18,Fixed Deposit,43751.2,13,21
1169,2023-07-15,Mortgage Loan,13141.85,11,33
1332,2023-08-09,Credit Card,29859.9,6,42
1470,2024-10-15,Current Account,55534.56,11,37
1595,2024-09-22,Personal Loan,6218.62,8,25
1033,2024-04-07,Personal Loan,29162.86,4,21
1107,2023-03-03,Credit Card,11727.66,13,34
1128,2023-03-16,Car Loan,65528.97,5,43
1452,2025-01-06,Mutual Fund,69704.37,3,25
1312,2024-03-19,Credit Card,28098.26,2,30
1457,2023-07-01,Personal Loan,34271.6,6,33
1518,2024-09-14,Fixed Deposit,9602.83,4,44
1805,2024-03-21,Mutual Fund,28064.12,14,34
1784,2024-09-16,Car Loan,31656.69,4,33
1926,2023-07-19,Savings Account,18805.37,2,4
1591,2023-11-14,Fixed Deposit,57785.69,8,27
1866,2024-09-02,Current Account,18894.51,2,36
1155,2024-02-02,Personal Loan,60239.82,14,35
1606,2023-02-12,Savings Account,42355.37,14,43
1749,2023-02-19,Savings Account,52755.48,13,17
1630,2024-08-05,Credit Card,42195.41,1,24
1647,2024-11-18,Mortgage Loan,81383.74,12,31
1862,2023-11-29,Credit Card,12415.94,13,49
1878,2024-11-07,Savings Account,74127.98,2,45
1355,2024-11-03,Car Loan,60794.53,9,18
1770,2023-07-16,Savings Account,88946.11,6,18
1885,2024-04-15,Personal Loan,73527.73,6,8
1659,2024-12-09,Credit Card,57582.12,10,29
1970,2024-11-20,Savings Account,35688.11,9,23
1150,2023-07-28,Current Account,3701.18,2,16
1220,2023-04-20,Credit Card,35267.75,8,36
1261,2023-03-13,Personal Loan,72293.45,1,20
1840,2024-02-22,Mortgage Loan,57062.46,6,41
1105,2024-03-01,Credit Card,6422.13,2,23
1588,2023-07-23,Credit Card,2876.78,2,28
1809,2024-07-23,Fixed Deposit,6626.32,3,35
1065,2024-03-24,Personal Loan,52172.19,5,8
1805,2023-11-17,Fixed Deposit,61288.96,10,23
1664,2024-07-29,Current Account,96687.72,6,41
1343,2024-08-13,Current Account,53852.71,11,32
1359,2024-05-16,Fixed Deposit,84791.42,1,25
1889,2023-03-25,Personal Loan,83522.68,5,44
1226,2024-03-23,Personal Loan,28525.11,5,13
1405,2024-08-05,Car Loan,82492.1,9,9
1034,2023-06-08,Mortgage Loan,53994.25,12,40
1037,2025-01-23,Savings Account,80915.3,13,16
1008,2024-12-20,Mortgage Loan,22991.28,2,25
1572,2023-09-16,Fixed Deposit,60960.06,12,17
1855,2023-12-12,Savings Account,98118.85,14,16
1531,2024-09-09,Savings Account,13533.48,1,13
1048,2024-03-16,Savings Account,7704.27,9,36
1614,2023-09-24,Credit Card,33090.01,1,9
1530,2024-07-31,Car Loan,59584.7,1,7
1846,2024-12-01,Fixed Deposit,66518.32,2,10
1677,2023-08-09,Credit Card,91238.25,8,25
1518,2023-12-26,Mortgage Loan,5535.38,14,30
1051,2024-07-23,Savings Account,74094.29,5,28
1902,2023-06-17,Mortgage Loan,4659.93,14,47
1482,2023-03-25,Savings Account,12761.73,13,3
1891,2024-08-23,Mutual Fund,90139.25,2,3
1748,2025-02-09,Savings Account,28956.85,12,42
1093,2024-11-19,Fixed Deposit,99468.17,7,25
1941,2023-04-14,Current Account,23718.26,1,20
1439,2024-08-27,Credit Card,58664.59,5,6
1657,2023-05-03,Current Account,54114.04,10,22
1446,2024-01-09,Mortgage Loan,78178.06,10,25
1459,2023-02-12,Car Loan,37366.29,14,49
1491,2023-07-25,Personal Loan,6774.96,3,41
1991,2024-03-01,Current Account,66071.06,10,36
1523,2024-04-20,Mutual Fund,16152.61,14,35
1567,2023-08-04,Credit Card,24629.86,7,25
1562,2024-01-26,Car Loan,90345.81,8,21
1789,2023-07-25,Credit Card,32513.24,3,2
1787,2024-03-31,Car Loan,47990.27,8,46
1303,2024-02-24,Car Loan,10669.53,4,34
1155,2024-12-02,Personal Loan,82231.91,4,30
1404,2024-08-06,Mortgage Loan,24425.23,12,46
1947,2023-10-11,Mortgage Loan,47337.94,2,49
1106,2025-01-30,Mortgage Loan,28165.44,9,4
1952,2023-12-07,Car Loan,4986.94,14,28
1644,2023-10-01,Personal Loan,73912.89,9,6
1595,2023-09-15,Fixed Deposit,89727.4,7,43
1792,2024-08-06,Fixed Deposit,10406.59,3,34
1938,2024-08-21,Personal Loan,42368.66,4,38
1765,2024-07-01,Mortgage Loan,54078.89,6,35
1046,2023-03-27,Personal Loan,47832.06,12,36
1057,2024-06-20,Personal Loan,15341.37,8,41
1949,2024-08-27,Current Account,36064.94,1,39
1798,2024-12-13,Current Account,5343.53,14,21
1836,2025-01-30,Current Account,63417.88,11,11
1706,2025-01-23,Current Account,37500.85,4,44
1355,2024-05-06,Savings Account,91041.32,10,33
1020,2023-11-25,Mortgage Loan,35176.75,11,41
1185,2024-08-24,Car Loan,15072.12,6,9
1779,2023-09-06,Savings Account,91671.06,2,4
1957,2024-02-27,Fixed Deposit,93318.29,13,48
1581,2023-06-26,Mortgage Loan,41057.3,7,38
1212,2024-04-18,Personal Loan,60240.06,12,10
1200,2023-11-12,Personal Loan,79963.36,2,38
1285,2025-01-15,Current Account,16296.59,14,32
1619,2024-10-23,Fixed Deposit,84333.27,14,4
1385,2023-07-04,Credit Card,8122.73,13,49
1709,2023-09-05,Mortgage Loan,75498.39,14,45
1484,2024-09-05,Personal Loan,82033.51,11,48
1487,2023-08-24,Credit Card,91565.41,6,46
1946,2023-08-05,Mutual Fund,68895.44,4,42
1798,2024-08-01,Mortgage Loan,17802.57,6,36
1861,2023-06-18,Savings Account,11174.64,2,21
1592,2023-02-19,Personal Loan,38333.57,10,46
1960,2023-07-15,Fixed Deposit,25552.87,8,14
1988,2025-01-25,Current Account,40594.29,4,12
1632,2023-08-06,Personal Loan,62743.37,5,17
1649,2024-08-15,Mutual Fund,39792.6,11,20
1466,2024-12-08,Personal Loan,4459.77,4,23
1772,2024-02-08,Current Account,7837.92,11,28
1976,2023-10-12,Savings Account,5327.19,10,26
1884,2023-11-03,Credit Card,56487.9,13,9
